0.13105  	0.42904  	0.66351  	-0.3789  	-0.3720  	-0.6522  	0.53665  	0.20164  	0.39082  	0.32185  	0.28615  	0.68792  	0.24138  	0.14277  	-0.3976  	0.64647  	0.32888  	0.29940  	-0.0969  	-0.3280  	-0.2375  	0.09766  	0.52362  	-0.1774  	-0.1219  	-0.0455  	0.13820  	-0.9611  	-0.1781  	0.03923  	0.15134  	0.07197  	0.04284  	0.03043  	0.11522  	-0.1752  	0.23579  	0.22865  	-0.2173  	-0.3754  	0.23662  	0.06928  	0.04750  	0.30401  	0.04274  	-0.0346  	-0.0206  	0.14380  	0.05841  	-0.0420  	-0.0137  	-0.0038  	0.02223  	0.01048  	-0.0127  	-0.0067  	-0.0302  	0.00570  	-0.0284  	0.02066  	-0.0299  	0.01355  	0.08830  	0.01699  	0.14602  	0.00627  	-0.0044  	-0.0099  	-0.0113  	0.44177  	
-0.1017  	0.39741  	0.52512  	-0.4834  	-0.3658  	-0.8546  	0.49742  	0.09645  	0.37826  	0.46932  	0.32489  	0.73856  	0.26969  	0.09630  	-0.6433  	0.67323  	0.31755  	0.39625  	-0.1272  	-0.1853  	-0.4172  	0.02287  	0.41235  	-0.2551  	-0.2128  	0.03292  	-0.0795  	-0.7155  	-0.0584  	0.00940  	0.20889  	0.03783  	0.08422  	0.03890  	-0.0174  	-0.1352  	0.06347  	0.15362  	-0.1347  	-0.3361  	0.32166  	0.06063  	0.06813  	0.29412  	0.04601  	-0.0316  	-0.0099  	0.14721  	0.05059  	-0.0243  	-0.0139  	-0.0095  	0.02291  	0.00678  	-0.0101  	-0.0112  	-0.0347  	-0.0032  	-0.0204  	0.01486  	-0.0224  	0.03042  	0.08018  	0.01787  	0.14587  	0.00808  	-0.0026  	-0.0110  	-0.0104  	0.44141  	
-0.6380  	0.20055  	0.16420  	-0.8441  	-0.4383  	-1.2001  	0.48968  	-0.0870  	0.30934  	0.64020  	0.46119  	0.71905  	0.22956  	-0.1295  	-1.0998  	0.56252  	0.26555  	0.43654  	-0.0840  	-0.1187  	-0.7033  	-0.0023  	0.38141  	-0.3317  	-0.2502  	0.09939  	-0.2717  	-0.4814  	0.06228  	-0.0359  	0.26266  	0.00462  	0.06094  	0.05116  	-0.1903  	-0.0093  	-0.0878  	0.08913  	-0.0581  	-0.3830  	0.41174  	0.07909  	0.05077  	0.29817  	0.03782  	-0.0396  	-0.0257  	0.16536  	0.07957  	-0.0328  	-0.0176  	-0.0156  	0.02260  	0.00324  	0.00250  	-0.0168  	-0.0173  	0.01325  	-0.0239  	0.01990  	-0.0242  	0.02517  	0.09394  	0.03572  	0.14574  	0.00936  	-0.0012  	-0.0120  	-0.0098  	0.44165  	
-0.9350  	0.13308  	0.04535  	-1.0332  	-0.4662  	-1.3049  	0.48578  	-0.0680  	0.23373  	0.65234  	0.50640  	0.56780  	0.12296  	-0.2037  	-1.2032  	0.39366  	0.25529  	0.42392  	-0.0871  	-0.1678  	-0.6386  	0.04395  	0.40377  	-0.3395  	-0.1492  	0.06976  	-0.2166  	-0.5716  	0.15870  	0.00117  	0.22715  	-0.0186  	0.00980  	0.04541  	-0.1802  	0.04564  	-0.1268  	0.08412  	-0.0791  	-0.3181  	0.35232  	0.05502  	0.00359  	0.29912  	0.03765  	-0.0540  	-0.0114  	0.15805  	0.03254  	-0.0460  	-0.0150  	-0.0142  	0.02113  	0.00112  	-0.0113  	-0.0317  	-0.0113  	0.00669  	-0.0392  	0.03107  	-0.0261  	0.01364  	0.09298  	0.02396  	0.14562  	0.01013  	-0.0001  	-0.0130  	-0.0094  	0.44248  	
-0.9054  	0.19227  	0.13196  	-1.0958  	-0.5216  	-1.3787  	0.48122  	-0.0364  	0.22434  	0.68703  	0.56272  	0.53194  	0.10611  	-0.2170  	-1.1383  	0.30227  	0.30644  	0.37341  	-0.0707  	-0.1872  	-0.5257  	0.07373  	0.46258  	-0.2886  	-0.1573  	0.05345  	-0.1111  	-0.7166  	0.11359  	-0.0144  	0.20834  	-0.0302  	0.00451  	0.05002  	-0.1612  	-0.0307  	-0.0400  	0.12373  	-0.0945  	-0.3052  	0.32791  	0.07255  	0.00716  	0.28375  	0.04789  	-0.0561  	-0.0066  	0.14189  	0.04030  	-0.0579  	-0.0153  	-0.0119  	0.01589  	0.00736  	-0.0195  	-0.0342  	-0.0134  	0.00220  	-0.0298  	0.02423  	-0.0290  	0.01480  	0.09476  	0.01772  	0.14552  	0.01037  	0.00051  	-0.0139  	-0.0092  	0.44390  	
-0.6952  	0.17725  	0.26799  	-1.0276  	-0.5933  	-1.2980  	0.48864  	-0.0507  	0.25166  	0.66073  	0.43193  	0.48949  	0.16977  	-0.1779  	-0.9435  	0.28584  	0.33874  	0.39771  	-0.0630  	-0.2165  	-0.5305  	0.08019  	0.48899  	-0.2204  	-0.0875  	0.01325  	0.00337  	-0.7930  	0.06158  	0.00582  	0.21565  	-0.0212  	0.01221  	0.02881  	-0.1705  	-0.0500  	0.01123  	0.13612  	-0.1148  	-0.2818  	0.32138  	0.07160  	0.01671  	0.29706  	0.05917  	-0.0411  	-0.0135  	0.14648  	0.03799  	-0.0564  	-0.0160  	-0.0105  	0.01191  	0.00242  	-0.0171  	-0.0385  	-0.0201  	-0.0017  	-0.0197  	0.01512  	-0.0334  	0.00950  	0.09006  	0.01748  	0.14543  	0.01009  	0.00087  	-0.0147  	-0.0093  	0.44593  	
-0.4611  	0.30582  	0.42947  	-0.9016  	-0.5098  	-1.0438  	0.50320  	-0.0022  	0.27008  	0.60790  	0.23905  	0.52449  	0.22201  	-0.0400  	-0.8507  	0.43105  	0.31671  	0.38406  	-0.0598  	-0.2558  	-0.5364  	0.08161  	0.49694  	-0.2926  	-0.0888  	0.00054  	0.02391  	-0.8320  	0.04335  	0.04206  	0.22431  	-0.0109  	0.03233  	0.04385  	-0.1551  	-0.0561  	0.01361  	0.13331  	-0.1447  	-0.3353  	0.36851  	0.06187  	0.05270  	0.32402  	0.05129  	-0.0443  	-0.0198  	0.13053  	0.03680  	-0.0357  	-0.0194  	-0.0115  	0.00878  	0.00255  	-0.0327  	-0.0192  	-0.0238  	0.01098  	-0.0327  	0.01050  	-0.0285  	0.02488  	0.08321  	0.00661  	0.14536  	0.00929  	0.00088  	-0.0155  	-0.0095  	0.44854  	
-0.2791  	0.31895  	0.45286  	-0.6656  	-0.4259  	-0.9595  	0.46325  	-0.0394  	0.28004  	0.57414  	0.22224  	0.68575  	0.19895  	-0.2092  	-0.8626  	0.60398  	0.29980  	0.46674  	-0.0851  	-0.1584  	-0.6512  	0.05159  	0.40667  	-0.4070  	-0.1191  	0.00574  	-0.1986  	-0.5937  	0.18197  	0.06219  	0.17921  	0.01272  	0.03455  	0.05018  	-0.1627  	-0.0255  	-0.0683  	0.13686  	-0.0686  	-0.2780  	0.39418  	0.04355  	0.09397  	0.31116  	0.02880  	-0.0309  	-0.0162  	0.15792  	0.05157  	-0.0699  	-0.0035  	-0.0095  	0.01426  	-0.0013  	-0.0106  	-0.0267  	-0.0288  	0.00370  	-0.0230  	0.01038  	-0.0403  	-0.0019  	0.08923  	0.01848  	0.14512  	0.00698  	0.00040  	-0.0156  	-0.0109  	0.45365  	
-0.4857  	0.25010  	0.33176  	-0.8158  	-0.4074  	-1.0804  	0.49780  	-0.0914  	0.25090  	0.61098  	0.27343  	0.61534  	0.14687  	-0.1755  	-0.9449  	0.52144  	0.28142  	0.46875  	-0.0574  	-0.1670  	-0.6372  	-0.0012  	0.32571  	-0.3297  	-0.0354  	-0.0080  	-0.0474  	-0.6000  	0.17591  	0.05518  	0.17409  	0.02496  	0.01121  	0.03797  	-0.1182  	0.02796  	-0.0280  	0.11747  	-0.0904  	-0.2772  	0.37354  	0.06356  	0.06163  	0.30991  	0.05864  	-0.0355  	-0.0108  	0.14484  	0.05549  	-0.0418  	-0.0023  	-0.0165  	0.01307  	-0.0048  	-0.0083  	-0.0331  	-0.0170  	0.00761  	-0.0216  	0.00314  	-0.0356  	0.00695  	0.09736  	0.01889  	0.14407  	0.00472  	-0.0004  	-0.0164  	-0.0113  	0.45641  	
-0.8719  	0.12060  	0.07959  	-1.0901  	-0.5461  	-1.2979  	0.49988  	-0.1872  	0.17647  	0.66603  	0.50255  	0.56986  	0.15950  	-0.2005  	-1.0350  	0.30589  	0.30665  	0.42487  	-0.0774  	-0.2265  	-0.6110  	0.09012  	0.46111  	-0.2314  	-0.0696  	0.03306  	-0.0833  	-0.7162  	0.09445  	0.01662  	0.21387  	-0.0197  	0.00846  	0.03526  	-0.1475  	0.03515  	-0.0613  	0.11209  	-0.0995  	-0.2970  	0.29951  	0.10289  	0.01623  	0.27310  	0.07181  	-0.0369  	-0.0221  	0.13050  	0.04357  	-0.0221  	-0.0132  	-0.0100  	0.02017  	0.00496  	-0.0116  	-0.0337  	-0.0277  	0.00714  	-0.0137  	0.01611  	-0.0295  	0.01168  	0.08823  	0.01018  	0.14424  	0.00213  	-0.0015  	-0.0175  	-0.0117  	0.45891  	
